Vardas                        Pavardė                      ND1  ND2  ND3  ND4  ND5  EGZ  
Vardas7697                    Pavardė7697                  4    6    9    4    4    4    
Vardas7698                    Pavardė7698                  1    5    10   4    1    7    
Vardas7699                    Pavardė7699                  4    5    5    3    5    5    
Vardas7700                    Pavardė7700                  4    4    4    6    9    1    
Vardas7701                    Pavardė7701                  7    6    9    2    5    6    
Vardas7702                    Pavardė7702                  10   8    2    5    1    8    
Vardas7703                    Pavardė7703                  4    2    8    8    8    4    
Vardas7704                    Pavardė7704                  4    8    7    10   10   2    
Vardas7705                    Pavardė7705                  6    8    8    1    9    6    
Vardas7706                    Pavardė7706                  6    2    10   3    6    7    
Vardas7707                    Pavardė7707                  8    5    5    8    10   1    
Vardas7708                    Pavardė7708                  3    10   9    5    7    6    
Vardas7709                    Pavardė7709                  6    2    1    8    6    4    
Vardas7710                    Pavardė7710                  5    8    7    1    1    9    
Vardas7711                    Pavardė7711                  8    8    3    1    6    7    
Vardas7712                    Pavardė7712                  9    1    3    2    7    1    
Vardas7713                    Pavardė7713                  3    9    1    7    1    2    
Vardas7714                    Pavardė7714                  7    3    3    6    6    5    
Vardas7715                    Pavardė7715                  10   2    7    4    9    7    
Vardas7716                    Pavardė7716                  7    10   7    8    7    10   
Vardas7717                    Pavardė7717                  10   7    1    3    2    2    
Vardas7718                    Pavardė7718                  5    3    8    7    9    3    
Vardas7719                    Pavardė7719                  3    10   4    7    8    8    
Vardas7720                    Pavardė7720                  9    10   4    1    5    8    
Vardas7721                    Pavardė7721                  3    2    6    4    4    4    
Vardas7722                    Pavardė7722                  6    8    1    7    1    6    
Vardas7723                    Pavardė7723                  8    1    9    4    1    8    
Vardas7724                    Pavardė7724                  6    6    1    7    6    5    
Vardas7725                    Pavardė7725                  10   8    7    7    8    4    
Vardas7726                    Pavardė7726                  3    3    4    5    1    4    
Vardas7727                    Pavardė7727                  10   9    7    8    4    1    
Vardas7728                    Pavardė7728                  6    4    9    5    4    4    
Vardas7729                    Pavardė7729                  9    1    9    9    9    5    
Vardas7730                    Pavardė7730                  1    6    6    8    8    3    
Vardas7731                    Pavardė7731                  1    9    3    6    3    1    
Vardas7732                    Pavardė7732                  9    7    6    7    9    5    
Vardas7733                    Pavardė7733                  9    2    3    4    3    6    
Vardas7734                    Pavardė7734                  1    5    9    3    8    7    
Vardas7735                    Pavardė7735                  7    2    10   6    9    10   
Vardas7736                    Pavardė7736                  10   7    7    5    9    10   
Vardas7737                    Pavardė7737                  6    4    3    4    2    4    
Vardas7738                    Pavardė7738                  10   1    6    1    6    10   
Vardas7739                    Pavardė7739                  6    9    1    2    10   1    
Vardas7740                    Pavardė7740                  1    5    10   10   1    6    
Vardas7741                    Pavardė7741                  9    9    2    1    3    3    
Vardas7742                    Pavardė7742                  2    3    3    9    5    3    
Vardas7743                    Pavardė7743                  3    1    8    7    9    7    
Vardas7744                    Pavardė7744                  10   7    3    2    8    5    
Vardas7745                    Pavardė7745                  2    4    3    5    9    3    
Vardas7746                    Pavardė7746                  5    6    8    1    7    4    
Vardas7747                    Pavardė7747                  7    9    4    2    6    9    
Vardas7748                    Pavardė7748                  3    9    5    2    8    5    
Vardas7749                    Pavardė7749                  8    10   1    1    6    10   
Vardas7750                    Pavardė7750                  5    10   8    5    6    8    
Vardas7751                    Pavardė7751                  7    9    8    10   3    1    
Vardas7752                    Pavardė7752                  10   2    2    9    2    1    
Vardas7753                    Pavardė7753                  8    3    8    4    6    4    
Vardas7754                    Pavardė7754                  1    3    4    8    5    8    
Vardas7755                    Pavardė7755                  1    7    9    5    1    6    
Vardas7756                    Pavardė7756                  2    8    4    5    6    1    
Vardas7757                    Pavardė7757                  5    1    10   7    6    7    
Vardas7758                    Pavardė7758                  2    10   4    3    2    6    
Vardas7759                    Pavardė7759                  7    9    9    8    3    3    
Vardas7760                    Pavardė7760                  6    8    8    1    6    9    
Vardas7761                    Pavardė7761                  1    9    6    5    10   7    
Vardas7762                    Pavardė7762                  5    5    4    9    2    1    
Vardas7763                    Pavardė7763                  10   10   5    6    6    2    
Vardas7764                    Pavardė7764                  1    5    2    4    8    2    
Vardas7765                    Pavardė7765                  4    5    7    1    8    6    
Vardas7766                    Pavardė7766                  4    6    4    2    5    3    
Vardas7767                    Pavardė7767                  1    9    3    6    8    1    
Vardas7768                    Pavardė7768                  4    5    3    1    5    3    
Vardas7769                    Pavardė7769                  5    7    5    10   10   5    
Vardas7770                    Pavardė7770                  1    1    3    8    5    1    
Vardas7771                    Pavardė7771                  6    10   9    8    6    3    
Vardas7772                    Pavardė7772                  5    7    2    3    7    9    
Vardas7773                    Pavardė7773                  7    9    2    4    5    10   
Vardas7774                    Pavardė7774                  3    4    8    5    8    9    
Vardas7775                    Pavardė7775                  7    6    4    7    4    1    
Vardas7776                    Pavardė7776                  5    4    3    3    9    4    
Vardas7777                    Pavardė7777                  5    2    10   9    2    9    
Vardas7778                    Pavardė7778                  6    3    4    6    4    3    
Vardas7779                    Pavardė7779                  1    9    1    10   5    6    
Vardas7780                    Pavardė7780                  6    7    6    8    3    9    
Vardas7781                    Pavardė7781                  3    1    9    2    10   6    
Vardas7782                    Pavardė7782                  2    7    5    1    6    5    
Vardas7783                    Pavardė7783                  5    2    9    7    1    7    
Vardas7784                    Pavardė7784                  9    9    9    9    10   4    
Vardas7785                    Pavardė7785                  10   7    1    1    1    2    
Vardas7786                    Pavardė7786                  7    3    1    2    8    6    
Vardas7787                    Pavardė7787                  9    5    1    6    7    4    
Vardas7788                    Pavardė7788                  2    6    2    4    9    1    
Vardas7789                    Pavardė7789                  3    10   4    8    2    6    
Vardas7790                    Pavardė7790                  7    5    7    9    4    5    
Vardas7791                    Pavardė7791                  3    4    9    5    8    8    
Vardas7792                    Pavardė7792                  3    1    7    5    4    6    
Vardas7793                    Pavardė7793                  6    9    2    3    3    8    
Vardas7794                    Pavardė7794                  2    1    5    3    4    2    
Vardas7795                    Pavardė7795                  10   7    9    10   8    1    
Vardas7796                    Pavardė7796                  9    10   1    8    7    3    
Vardas7797                    Pavardė7797                  2    1    2    9    3    1    
Vardas7798                    Pavardė7798                  3    10   9    9    7    10   
Vardas7799                    Pavardė7799                  4    3    5    4    3    6    
Vardas7800                    Pavardė7800                  7    8    7    1    8    9    
Vardas7801                    Pavardė7801                  10   10   2    2    8    8    
Vardas7802                    Pavardė7802                  9    2    10   5    5    4    
Vardas7803                    Pavardė7803                  8    4    7    8    2    4    
Vardas7804                    Pavardė7804                  4    3    7    5    2    4    
Vardas7805                    Pavardė7805                  10   2    3    2    5    7    
Vardas7806                    Pavardė7806                  10   4    2    6    2    6    
Vardas7807                    Pavardė7807                  1    1    3    7    7    8    
Vardas7808                    Pavardė7808                  9    6    8    6    1    1    
Vardas7809                    Pavardė7809                  8    4    6    2    7    9    
Vardas7810                    Pavardė7810                  5    10   6    1    7    9    
Vardas7811                    Pavardė7811                  1    2    6    2    5    7    
Vardas7812                    Pavardė7812                  7    5    2    7    2    4    
Vardas7813                    Pavardė7813                  6    10   1    10   8    9    
Vardas7814                    Pavardė7814                  2    7    10   7    9    3    
Vardas7815                    Pavardė7815                  4    3    10   10   3    7    
Vardas7816                    Pavardė7816                  6    7    2    8    8    2    
Vardas7817                    Pavardė7817                  5    1    4    4    4    4    
Vardas7818                    Pavardė7818                  9    8    1    5    6    10   
Vardas7819                    Pavardė7819                  9    5    7    8    6    7    
Vardas7820                    Pavardė7820                  7    7    2    6    3    4    
Vardas7821                    Pavardė7821                  9    9    5    2    6    1    
Vardas7822                    Pavardė7822                  4    4    8    7    1    4    
Vardas7823                    Pavardė7823                  5    9    9    2    2    5    
Vardas7824                    Pavardė7824                  7    3    3    1    7    6    
Vardas7825                    Pavardė7825                  9    8    8    1    8    5    
Vardas7826                    Pavardė7826                  9    2    10   10   5    1    
Vardas7827                    Pavardė7827                  6    5    1    5    2    8    
Vardas7828                    Pavardė7828                  6    5    6    9    10   4    
Vardas7829                    Pavardė7829                  1    1    4    4    4    7    
Vardas7830                    Pavardė7830                  1    1    3    3    6    1    
Vardas7831                    Pavardė7831                  2    6    10   5    9    1    
Vardas7832                    Pavardė7832                  2    6    6    4    9    4    
Vardas7833                    Pavardė7833                  6    3    6    6    2    10   
Vardas7834                    Pavardė7834                  9    3    10   8    4    4    
Vardas7835                    Pavardė7835                  6    8    5    7    7    3    
Vardas7836                    Pavardė7836                  3    1    6    10   5    2    
Vardas7837                    Pavardė7837                  6    7    4    10   8    9    
Vardas7838                    Pavardė7838                  9    10   3    1    1    8    
Vardas7839                    Pavardė7839                  5    1    7    3    9    7    
Vardas7840                    Pavardė7840                  2    2    4    6    1    6    
Vardas7841                    Pavardė7841                  7    7    7    5    8    5    
Vardas7842                    Pavardė7842                  10   5    8    4    4    7    
Vardas7843                    Pavardė7843                  2    6    10   10   1    5    
Vardas7844                    Pavardė7844                  3    2    5    7    5    2    
Vardas7845                    Pavardė7845                  2    6    8    7    7    4    
Vardas7846                    Pavardė7846                  4    4    4    5    10   9    
Vardas7847                    Pavardė7847                  5    6    9    9    1    7    
Vardas7848                    Pavardė7848                  8    6    6    3    9    1    
Vardas7849                    Pavardė7849                  9    7    4    5    9    4    
Vardas7850                    Pavardė7850                  9    2    7    7    10   9    
Vardas7851                    Pavardė7851                  10   5    2    4    3    8    
Vardas7852                    Pavardė7852                  1    7    2    1    2    10   
Vardas7853                    Pavardė7853                  10   3    1    7    5    9    
Vardas7854                    Pavardė7854                  8    3    4    7    2    1    
Vardas7855                    Pavardė7855                  1    9    4    3    9    8    
Vardas7856                    Pavardė7856                  10   3    5    6    6    6    
Vardas7857                    Pavardė7857                  6    7    5    5    7    10   
Vardas7858                    Pavardė7858                  7    4    9    3    2    7    
Vardas7859                    Pavardė7859                  4    6    7    6    1    6    
Vardas7860                    Pavardė7860                  5    5    3    2    10   5    
Vardas7861                    Pavardė7861                  10   1    9    1    3    1    
Vardas7862                    Pavardė7862                  4    10   6    6    3    1    
Vardas7863                    Pavardė7863                  9    6    7    10   4    9    
Vardas7864                    Pavardė7864                  2    10   6    5    3    3    
Vardas7865                    Pavardė7865                  8    4    6    7    2    8    
Vardas7866                    Pavardė7866                  6    6    8    8    2    6    
Vardas7867                    Pavardė7867                  7    10   6    8    7    8    
Vardas7868                    Pavardė7868                  9    5    9    9    9    8    
Vardas7869                    Pavardė7869                  9    1    2    1    1    7    
Vardas7870                    Pavardė7870                  6    5    6    8    6    3    
Vardas7871                    Pavardė7871                  3    1    8    1    7    9    
Vardas7872                    Pavardė7872                  7    7    6    9    4    8    
Vardas7873                    Pavardė7873                  5    8    10   3    6    10   
Vardas7874                    Pavardė7874                  8    6    3    9    1    10   
Vardas7875                    Pavardė7875                  3    10   2    3    10   5    
Vardas7876                    Pavardė7876                  1    1    8    9    8    7    
Vardas7877                    Pavardė7877                  7    3    3    1    10   5    
Vardas7878                    Pavardė7878                  4    1    4    10   9    10   
Vardas7879                    Pavardė7879                  5    5    5    7    7    4    
Vardas7880                    Pavardė7880                  6    3    9    8    10   7    
Vardas7881                    Pavardė7881                  6    4    7    4    5    8    
Vardas7882                    Pavardė7882                  5    2    2    6    1    6    
Vardas7883                    Pavardė7883                  7    5    6    3    3    7    
Vardas7884                    Pavardė7884                  2    6    2    6    9    5    
Vardas7885                    Pavardė7885                  8    1    9    9    1    2    
Vardas7886                    Pavardė7886                  5    6    2    8    2    7    
Vardas7887                    Pavardė7887                  4    5    6    4    8    6    
Vardas7888                    Pavardė7888                  4    7    5    1    9    4    
Vardas7889                    Pavardė7889                  10   7    4    9    10   5    
Vardas7890                    Pavardė7890                  5    7    2    6    9    8    
Vardas7891                    Pavardė7891                  4    6    8    10   10   2    
Vardas7892                    Pavardė7892                  7    4    1    9    4    3    
Vardas7893                    Pavardė7893                  5    8    1    7    4    8    
Vardas7894                    Pavardė7894                  8    9    2    7    10   10   
Vardas7895                    Pavardė7895                  2    3    9    8    8    9    
Vardas7896                    Pavardė7896                  8    10   7    6    1    7    
Vardas7897                    Pavardė7897                  5    9    5    1    7    6    
Vardas7898                    Pavardė7898                  4    10   9    4    9    3    
Vardas7899                    Pavardė7899                  7    4    8    9    1    6    
Vardas7900                    Pavardė7900                  3    5    2    3    3    5    
Vardas7901                    Pavardė7901                  7    4    9    10   3    1    
Vardas7902                    Pavardė7902                  1    10   9    2    6    1    
Vardas7903                    Pavardė7903                  2    1    6    10   3    8    
Vardas7904                    Pavardė7904                  9    3    4    5    10   4    
Vardas7905                    Pavardė7905                  6    10   8    6    6    9    
Vardas7906                    Pavardė7906                  9    10   10   1    1    3    
Vardas7907                    Pavardė7907                  10   1    2    4    9    6    
Vardas7908                    Pavardė7908                  10   8    6    6    10   10   
Vardas7909                    Pavardė7909                  5    4    6    5    2    3    
Vardas7910                    Pavardė7910                  1    2    5    7    5    8    
Vardas7911                    Pavardė7911                  7    5    1    6    10   8    
Vardas7912                    Pavardė7912                  4    7    6    10   2    10   
Vardas7913                    Pavardė7913                  10   3    5    7    2    9    
Vardas7914                    Pavardė7914                  3    9    10   1    6    9    
Vardas7915                    Pavardė7915                  10   4    6    6    9    6    
Vardas7916                    Pavardė7916                  10   4    8    4    10   4    
Vardas7917                    Pavardė7917                  5    1    6    9    1    4    
Vardas7918                    Pavardė7918                  1    5    5    7    3    5    
Vardas7919                    Pavardė7919                  10   4    7    3    6    6    
Vardas7920                    Pavardė7920                  10   10   4    2    4    4    
Vardas7921                    Pavardė7921                  5    8    9    9    2    1    
Vardas7922                    Pavardė7922                  4    5    10   1    3    2    
Vardas7923                    Pavardė7923                  6    6    10   7    7    4    
Vardas7924                    Pavardė7924                  1    4    10   2    4    1    
Vardas7925                    Pavardė7925                  5    2    7    4    3    5    
Vardas7926                    Pavardė7926                  10   10   5    4    8    1    
Vardas7927                    Pavardė7927                  3    2    5    3    8    1    
Vardas7928                    Pavardė7928                  1    10   4    9    1    5    
Vardas7929                    Pavardė7929                  10   4    3    9    8    10   
Vardas7930                    Pavardė7930                  5    5    1    1    6    1    
Vardas7931                    Pavardė7931                  8    6    10   1    10   8    
Vardas7932                    Pavardė7932                  5    10   1    4    1    4    
Vardas7933                    Pavardė7933                  1    8    7    2    7    3    
Vardas7934                    Pavardė7934                  7    9    8    6    6    8    
Vardas7935                    Pavardė7935                  2    5    7    7    2    7    
Vardas7936                    Pavardė7936                  1    4    10   8    2    5    
Vardas7937                    Pavardė7937                  10   8    1    6    9    2    
Vardas7938                    Pavardė7938                  5    9    2    6    6    9    
Vardas7939                    Pavardė7939                  2    7    5    3    5    7    
Vardas7940                    Pavardė7940                  9    3    1    9    7    4    
Vardas7941                    Pavardė7941                  8    6    8    5    5    9    
Vardas7942                    Pavardė7942                  9    6    5    9    9    3    
Vardas7943                    Pavardė7943                  5    7    3    8    9    2    
Vardas7944                    Pavardė7944                  4    9    4    5    7    4    
Vardas7945                    Pavardė7945                  5    5    7    8    6    10   
Vardas7946                    Pavardė7946                  10   10   7    5    7    6    
Vardas7947                    Pavardė7947                  2    2    2    6    8    9    
Vardas7948                    Pavardė7948                  6    2    10   3    10   2    
Vardas7949                    Pavardė7949                  1    8    4    3    5    6    
Vardas7950                    Pavardė7950                  8    7    10   5    2    2    
Vardas7951                    Pavardė7951                  7    2    6    9    10   6    
Vardas7952                    Pavardė7952                  1    10   6    1    2    8    
Vardas7953                    Pavardė7953                  3    9    6    6    1    4    
Vardas7954                    Pavardė7954                  7    5    1    3    6    3    
Vardas7955                    Pavardė7955                  7    2    7    2    10   6    
Vardas7956                    Pavardė7956                  7    6    3    10   1    3    
Vardas7957                    Pavardė7957                  7    3    3    3    7    6    
Vardas7958                    Pavardė7958                  9    2    1    1    3    6    
Vardas7959                    Pavardė7959                  6    5    10   2    1    10   
Vardas7960                    Pavardė7960                  4    8    3    4    4    1    
Vardas7961                    Pavardė7961                  6    10   1    8    5    6    
Vardas7962                    Pavardė7962                  8    4    5    6    2    2    
Vardas7963                    Pavardė7963                  6    4    7    2    8    2    
Vardas7964                    Pavardė7964                  4    9    3    1    3    3    
Vardas7965                    Pavardė7965                  2    1    2    5    4    4    
Vardas7966                    Pavardė7966                  8    3    7    6    6    5    
Vardas7967                    Pavardė7967                  7    6    9    9    10   10   
Vardas7968                    Pavardė7968                  7    3    8    3    1    7    
Vardas7969                    Pavardė7969                  5    4    3    3    7    10   
Vardas7970                    Pavardė7970                  6    10   4    1    3    9    
Vardas7971                    Pavardė7971                  4    2    8    3    7    1    
Vardas7972                    Pavardė7972                  1    5    10   3    5    5    
Vardas7973                    Pavardė7973                  6    9    2    2    5    6    
Vardas7974                    Pavardė7974                  6    10   6    2    5    5    
Vardas7975                    Pavardė7975                  1    8    5    6    6    6    
Vardas7976                    Pavardė7976                  10   9    8    5    10   1    
Vardas7977                    Pavardė7977                  3    9    8    6    4    8    
Vardas7978                    Pavardė7978                  9    9    6    4    3    2    
Vardas7979                    Pavardė7979                  5    4    7    3    7    3    
Vardas7980                    Pavardė7980                  1    5    6    4    6    10   
Vardas7981                    Pavardė7981                  1    2    8    8    7    9    
Vardas7982                    Pavardė7982                  10   8    6    8    10   10   
Vardas7983                    Pavardė7983                  5    2    5    3    10   10   
Vardas7984                    Pavardė7984                  9    7    4    2    5    9    
Vardas7985                    Pavardė7985                  4    5    2    6    7    6    
Vardas7986                    Pavardė7986                  5    5    7    2    9    2    
Vardas7987                    Pavardė7987                  1    1    6    1    10   3    
Vardas7988                    Pavardė7988                  6    7    10   3    10   3    
Vardas7989                    Pavardė7989                  8    3    4    8    4    5    
Vardas7990                    Pavardė7990                  1    2    1    10   7    8    
Vardas7991                    Pavardė7991                  8    6    3    10   9    6    
Vardas7992                    Pavardė7992                  4    9    4    4    10   9    
Vardas7993                    Pavardė7993                  1    6    3    9    8    6    
Vardas7994                    Pavardė7994                  5    3    1    8    1    9    
Vardas7995                    Pavardė7995                  9    4    3    1    8    3    
Vardas7996                    Pavardė7996                  5    8    5    4    1    6    
Vardas7997                    Pavardė7997                  8    2    9    5    9    5    
Vardas7998                    Pavardė7998                  7    3    5    2    8    2    
Vardas7999                    Pavardė7999                  6    6    8    2    8    9    
Vardas8000                    Pavardė8000                  9    8    9    3    7    5    
Vardas8001                    Pavardė8001                  7    4    1    6    4    8    
Vardas8002                    Pavardė8002                  6    2    3    7    2    8    
Vardas8003                    Pavardė8003                  8    5    5    2    5    5    
Vardas8004                    Pavardė8004                  6    8    8    9    5    6    
Vardas8005                    Pavardė8005                  9    8    6    7    10   2    
Vardas8006                    Pavardė8006                  1    3    10   1    10   9    
Vardas8007                    Pavardė8007                  2    1    4    10   9    7    
Vardas8008                    Pavardė8008                  9    8    2    10   8    2    
Vardas8009                    Pavardė8009                  10   5    7    6    1    3    
Vardas8010                    Pavardė8010                  1    10   3    7    1    7    
Vardas8011                    Pavardė8011                  6    4    7    8    9    4    
Vardas8012                    Pavardė8012                  2    8    9    10   7    10   
Vardas8013                    Pavardė8013                  8    1    6    4    3    1    
Vardas8014                    Pavardė8014                  2    8    4    6    3    6    
Vardas8015                    Pavardė8015                  7    2    4    8    5    9    
Vardas8016                    Pavardė8016                  10   1    2    10   2    10   
Vardas8017                    Pavardė8017                  1    6    5    6    5    1    
Vardas8018                    Pavardė8018                  4    2    7    2    9    6    
Vardas8019                    Pavardė8019                  2    9    6    4    9    10   
Vardas8020                    Pavardė8020                  6    2    3    1    3    9    
Vardas8021                    Pavardė8021                  6    7    4    5    3    10   
Vardas8022                    Pavardė8022                  2    5    8    3    7    3    
Vardas8023                    Pavardė8023                  2    4    2    5    1    9    
Vardas8024                    Pavardė8024                  8    3    6    6    4    1    
Vardas8025                    Pavardė8025                  5    6    3    7    1    9    
Vardas8026                    Pavardė8026                  8    5    2    4    3    2    
Vardas8027                    Pavardė8027                  2    8    9    2    9    5    
Vardas8028                    Pavardė8028                  10   3    2    3    1    6    
Vardas8029                    Pavardė8029                  1    2    1    3    5    2    
Vardas8030                    Pavardė8030                  1    6    5    4    1    1    
Vardas8031                    Pavardė8031                  8    10   7    3    5    2    
Vardas8032                    Pavardė8032                  1    10   3    7    3    9    
Vardas8033                    Pavardė8033                  7    9    9    6    4    4    
Vardas8034                    Pavardė8034                  6    3    10   3    9    10   
Vardas8035                    Pavardė8035                  1    7    9    3    5    5    
Vardas8036                    Pavardė8036                  10   6    10   8    3    10   
Vardas8037                    Pavardė8037                  2    1    6    4    10   3    
Vardas8038                    Pavardė8038                  6    6    2    5    3    1    
Vardas8039                    Pavardė8039                  2    10   2    3    2    9    
Vardas8040                    Pavardė8040                  4    6    9    9    3    7    
Vardas8041                    Pavardė8041                  9    3    3    8    5    9    
Vardas8042                    Pavardė8042                  4    7    4    9    7    7    
Vardas8043                    Pavardė8043                  5    6    3    4    3    5    
Vardas8044                    Pavardė8044                  2    3    2    9    5    7    
Vardas8045                    Pavardė8045                  8    8    3    3    2    9    
Vardas8046                    Pavardė8046                  4    6    2    8    3    8    
Vardas8047                    Pavardė8047                  6    4    3    4    6    2    
Vardas8048                    Pavardė8048                  3    1    9    8    9    2    
Vardas8049                    Pavardė8049                  6    1    9    3    7    3    
Vardas8050                    Pavardė8050                  3    7    3    3    6    2    
Vardas8051                    Pavardė8051                  1    1    5    8    9    6    
Vardas8052                    Pavardė8052                  6    4    2    9    5    9    
Vardas8053                    Pavardė8053                  10   2    9    5    6    1    
Vardas8054                    Pavardė8054                  10   7    4    9    9    9    
Vardas8055                    Pavardė8055                  10   5    2    4    7    1    
Vardas8056                    Pavardė8056                  1    5    8    8    3    8    
Vardas8057                    Pavardė8057                  8    2    7    1    6    10   
Vardas8058                    Pavardė8058                  4    8    2    10   8    7    
Vardas8059                    Pavardė8059                  10   3    1    4    10   7    
Vardas8060                    Pavardė8060                  5    10   2    5    2    1    
Vardas8061                    Pavardė8061                  9    8    10   7    3    1    
Vardas8062                    Pavardė8062                  6    6    5    5    8    10   
Vardas8063                    Pavardė8063                  2    9    1    7    6    8    
Vardas8064                    Pavardė8064                  7    7    1    10   5    10   
Vardas8065                    Pavardė8065                  9    9    1    2    7    5    
Vardas8066                    Pavardė8066                  6    3    7    3    6    2    
Vardas8067                    Pavardė8067                  4    9    4    7    8    7    
Vardas8068                    Pavardė8068                  8    7    3    5    9    4    
Vardas8069                    Pavardė8069                  4    8    1    1    2    1    
Vardas8070                    Pavardė8070                  10   2    4    3    10   9    
Vardas8071                    Pavardė8071                  3    7    4    9    6    5    
Vardas8072                    Pavardė8072                  9    4    8    1    4    8    
Vardas8073                    Pavardė8073                  5    7    7    4    8    8    
Vardas8074                    Pavardė8074                  8    2    5    9    7    9    
Vardas8075                    Pavardė8075                  5    8    9    8    7    4    
Vardas8076                    Pavardė8076                  10   5    1    1    1    3    
Vardas8077                    Pavardė8077                  2    10   5    10   5    7    
Vardas8078                    Pavardė8078                  1    9    7    8    9    9    
Vardas8079                    Pavardė8079                  4    4    8    4    8    8    
Vardas8080                    Pavardė8080                  1    3    10   7    10   8    
Vardas8081                    Pavardė8081                  2    3    5    9    3    7    
Vardas8082                    Pavardė8082                  8    3    7    6    4    8    
Vardas8083                    Pavardė8083                  7    7    6    9    3    4    
Vardas8084                    Pavardė8084                  7    5    2    8    6    9    
Vardas8085                    Pavardė8085                  1    8    8    1    10   6    
Vardas8086                    Pavardė8086                  6    8    2    6    9    4    
Vardas8087                    Pavardė8087                  10   9    6    7    8    9    
Vardas8088                    Pavardė8088                  9    3    7    10   1    7    
Vardas8089                    Pavardė8089                  5    6    10   3    10   2    
Vardas8090                    Pavardė8090                  2    9    3    10   3    1    
Vardas8091                    Pavardė8091                  7    6    2    7    6    8    
Vardas8092                    Pavardė8092                  2    4    5    4    9    7    
Vardas8093                    Pavardė8093                  10   5    10   7    6    8    
Vardas8094                    Pavardė8094                  5    8    3    9    2    7    
Vardas8095                    Pavardė8095                  8    9    9    2    4    7    
Vardas8096                    Pavardė8096                  10   9    3    4    1    10   
Vardas8097                    Pavardė8097                  2    9    10   3    9    6    
Vardas8098                    Pavardė8098                  4    1    9    4    5    9    
Vardas8099                    Pavardė8099                  8    1    10   1    8    6    
Vardas8100                    Pavardė8100                  6    4    9    10   3    4    
Vardas8101                    Pavardė8101                  10   4    9    4    3    8    
Vardas8102                    Pavardė8102                  5    10   4    5    8    3    
Vardas8103                    Pavardė8103                  4    3    1    1    1    7    
Vardas8104                    Pavardė8104                  10   8    5    4    2    4    
Vardas8105                    Pavardė8105                  10   8    5    5    4    4    
Vardas8106                    Pavardė8106                  7    2    7    10   6    2    
Vardas8107                    Pavardė8107                  3    2    6    1    7    1    
Vardas8108                    Pavardė8108                  4    1    3    3    5    4    
Vardas8109                    Pavardė8109                  2    4    10   7    4    9    
Vardas8110                    Pavardė8110                  10   3    9    8    6    1    
Vardas8111                    Pavardė8111                  2    2    9    4    7    9    
Vardas8112                    Pavardė8112                  10   3    8    4    1    7    
Vardas8113                    Pavardė8113                  4    6    9    10   3    1    
Vardas8114                    Pavardė8114                  4    4    9    9    5    3    
Vardas8115                    Pavardė8115                  10   5    3    7    5    2    
Vardas8116                    Pavardė8116                  3    2    9    8    2    7    
Vardas8117                    Pavardė8117                  9    6    1    6    4    5    
Vardas8118                    Pavardė8118                  3    1    10   1    8    6    
Vardas8119                    Pavardė8119                  7    7    9    8    9    5    
Vardas8120                    Pavardė8120                  2    3    6    6    7    10   
Vardas8121                    Pavardė8121                  10   5    7    6    5    8    
Vardas8122                    Pavardė8122                  2    2    9    7    1    3    
Vardas8123                    Pavardė8123                  4    5    7    4    5    2    
Vardas8124                    Pavardė8124                  9    1    3    3    1    1    
Vardas8125                    Pavardė8125                  2    7    3    6    1    9    
Vardas8126                    Pavardė8126                  1    5    8    3    3    6    
Vardas8127                    Pavardė8127                  6    1    8    6    9    2    
Vardas8128                    Pavardė8128                  9    3    8    5    9    3    
Vardas8129                    Pavardė8129                  8    2    3    7    9    3    
Vardas8130                    Pavardė8130                  10   3    5    8    7    9    
Vardas8131                    Pavardė8131                  5    1    3    1    6    5    
Vardas8132                    Pavardė8132                  10   6    6    6    10   9    
Vardas8133                    Pavardė8133                  4    8    9    8    9    10   
Vardas8134                    Pavardė8134                  1    1    7    7    10   4    
Vardas8135                    Pavardė8135                  8    5    3    2    10   9    
Vardas8136                    Pavardė8136                  6    2    5    10   2    1    
Vardas8137                    Pavardė8137                  9    10   8    2    6    8    
Vardas8138                    Pavardė8138                  9    7    5    2    7    9    
Vardas8139                    Pavardė8139                  10   3    1    9    2    1    
Vardas8140                    Pavardė8140                  10   4    6    7    5    10   
Vardas8141                    Pavardė8141                  5    8    10   1    9    1    
Vardas8142                    Pavardė8142                  8    4    2    3    9    5    
Vardas8143                    Pavardė8143                  9    5    7    1    7    1    
Vardas8144                    Pavardė8144                  1    2    2    8    2    5    
Vardas8145                    Pavardė8145                  9    8    2    4    6    5    
Vardas8146                    Pavardė8146                  1    4    2    10   10   3    
Vardas8147                    Pavardė8147                  3    9    8    3    7    3    
Vardas8148                    Pavardė8148                  7    7    5    3    3    4    
Vardas8149                    Pavardė8149                  6    6    6    10   2    2    
Vardas8150                    Pavardė8150                  9    2    1    6    10   3    
Vardas8151                    Pavardė8151                  3    9    10   7    1    5    
Vardas8152                    Pavardė8152                  6    7    10   2    5    3    
Vardas8153                    Pavardė8153                  10   10   3    2    9    8    
Vardas8154                    Pavardė8154                  3    1    9    5    1    1    
Vardas8155                    Pavardė8155                  4    1    3    5    8    2    
Vardas8156                    Pavardė8156                  3    6    5    10   4    4    
Vardas8157                    Pavardė8157                  3    7    9    5    3    8    
Vardas8158                    Pavardė8158                  10   2    4    10   5    9    
Vardas8159                    Pavardė8159                  2    8    6    6    5    5    
Vardas8160                    Pavardė8160                  2    3    10   6    3    4    
Vardas8161                    Pavardė8161                  5    1    1    9    6    2    
